,Driver,TeamId,GridPosition,Position,Time,Status,Race,Rain
0,LEC,ferrari,1.0,1.0,5853584000000.0,Finished,Bahrain Grand Prix,0.0
1,SAI,ferrari,3.0,2.0,5859182000000.0,Finished,Bahrain Grand Prix,0.0
2,HAM,mercedes,5.0,3.0,5863259000000.0,Finished,Bahrain Grand Prix,0.0
3,RUS,mercedes,9.0,4.0,5864795000000.0,Finished,Bahrain Grand Prix,0.0
4,MAG,haas,7.0,5.0,5868338000000.0,Finished,Bahrain Grand Prix,0.0
5,BOT,sauber,6.0,6.0,5869703000000.0,Finished,Bahrain Grand Prix,0.0
6,OCO,alpine,11.0,7.0,5873007000000.0,Finished,Bahrain Grand Prix,0.0
7,TSU,rb,16.0,8.0,5873970000000.0,Finished,Bahrain Grand Prix,0.0
8,ALO,alpine,8.0,9.0,5875974000000.0,Finished,Bahrain Grand Prix,0.0
9,ZHO,sauber,15.0,10.0,5876648000000.0,Finished,Bahrain Grand Prix,0.0
10,MSC,haas,12.0,11.0,5886158000000.0,Finished,Bahrain Grand Prix,0.0
11,STR,aston_martin,19.0,12.0,5899457000000.0,Finished,Bahrain Grand Prix,0.0
12,ALB,williams,14.0,13.0,5907516000000.0,Finished,Bahrain Grand Prix,0.0
13,RIC,mclaren,18.0,14.0,5908559000000.0,Finished,Bahrain Grand Prix,0.0
14,NOR,mclaren,13.0,15.0,5909919000000.0,Finished,Bahrain Grand Prix,0.0
15,LAT,williams,20.0,16.0,5915379000000.0,Finished,Bahrain Grand Prix,0.0
16,HUL,aston_martin,17.0,17.0,5917413000000.0,Finished,Bahrain Grand Prix,0.0
17,PER,red_bull,4.0,18.0,,Fuel pressure,Bahrain Grand Prix,0.0
18,VER,red_bull,2.0,19.0,,Fuel pressure,Bahrain Grand Prix,0.0
19,GAS,rb,10.0,20.0,,Power Unit,Bahrain Grand Prix,0.0
20,VER,red_bull,4.0,1.0,5059293000000.0,Finished,Saudi Arabian Grand Prix,0.0
21,LEC,ferrari,2.0,2.0,5059842000000.0,Finished,Saudi Arabian Grand Prix,0.0
22,SAI,ferrari,3.0,3.0,5067390000000.0,Finished,Saudi Arabian Grand Prix,0.0
23,PER,red_bull,1.0,4.0,5070093000000.0,Finished,Saudi Arabian Grand Prix,0.0
24,RUS,mercedes,6.0,5.0,5092025000000.0,Finished,Saudi Arabian Grand Prix,0.0
25,OCO,alpine,5.0,6.0,5115310000000.0,Finished,Saudi Arabian Grand Prix,0.0
26,NOR,mclaren,11.0,7.0,5115417000000.0,Finished,Saudi Arabian Grand Prix,0.0
27,GAS,rb,9.0,8.0,5122239000000.0,Finished,Saudi Arabian Grand Prix,0.0
28,MAG,haas,10.0,9.0,5123601000000.0,Finished,Saudi Arabian Grand Prix,0.0
29,HAM,mercedes,15.0,10.0,5133241000000.0,Finished,Saudi Arabian Grand Prix,0.0
30,ZHO,sauber,12.0,11.0,5141508000000.0,Finished,Saudi Arabian Grand Prix,0.0
31,HUL,aston_martin,17.0,12.0,5151035000000.0,Finished,Saudi Arabian Grand Prix,0.0
32,STR,aston_martin,13.0,13.0,,+1 Lap,Saudi Arabian Grand Prix,0.0
33,ALB,williams,16.0,14.0,,Collision damage,Saudi Arabian Grand Prix,0.0
34,BOT,sauber,8.0,15.0,,Cooling system,Saudi Arabian Grand Prix,0.0
35,ALO,alpine,7.0,16.0,,Water pump,Saudi Arabian Grand Prix,0.0
36,RIC,mclaren,14.0,17.0,,Gearbox,Saudi Arabian Grand Prix,0.0
37,LAT,williams,18.0,18.0,,Accident,Saudi Arabian Grand Prix,0.0
38,TSU,rb,19.0,19.0,,Power Unit,Saudi Arabian Grand Prix,0.0
39,MSC,haas,,,,Withdrew,Saudi Arabian Grand Prix,0.0
40,LEC,ferrari,1.0,1.0,5266548000000.0,Finished,Australian Grand Prix,0.0
41,PER,red_bull,3.0,2.0,5287072000000.0,Finished,Australian Grand Prix,0.0
42,RUS,mercedes,6.0,3.0,5292141000000.0,Finished,Australian Grand Prix,0.0
43,HAM,mercedes,5.0,4.0,5295091000000.0,Finished,Australian Grand Prix,0.0
44,NOR,mclaren,4.0,5.0,5319851000000.0,Finished,Australian Grand Prix,0.0
45,RIC,mclaren,7.0,6.0,5320285000000.0,Finished,Australian Grand Prix,0.0
46,OCO,alpine,8.0,7.0,5328231000000.0,Finished,Australian Grand Prix,0.0
47,BOT,sauber,12.0,8.0,5334987000000.0,Finished,Australian Grand Prix,0.0
48,GAS,rb,11.0,9.0,5342769000000.0,Finished,Australian Grand Prix,0.0
49,ALB,williams,20.0,10.0,5345930000000.0,Finished,Australian Grand Prix,0.0
50,ZHO,sauber,14.0,11.0,5348243000000.0,Finished,Australian Grand Prix,0.0
51,STR,aston_martin,19.0,12.0,5355146000000.0,Finished,Australian Grand Prix,0.0
52,MSC,haas,15.0,13.0,,+1 Lap,Australian Grand Prix,0.0
53,MAG,haas,16.0,14.0,,+1 Lap,Australian Grand Prix,0.0
54,TSU,rb,13.0,15.0,,+1 Lap,Australian Grand Prix,0.0
55,LAT,williams,18.0,16.0,,+1 Lap,Australian Grand Prix,0.0
56,ALO,alpine,10.0,17.0,,+1 Lap,Australian Grand Prix,0.0
57,VER,red_bull,2.0,18.0,,Fuel leak,Australian Grand Prix,0.0
58,VET,aston_martin,17.0,19.0,,Accident,Australian Grand Prix,0.0
59,SAI,ferrari,9.0,20.0,,Spun off,Australian Grand Prix,0.0
60,VER,red_bull,1.0,1.0,5527986000000.0,Finished,Emilia Romagna Grand Prix,0.0
61,PER,red_bull,3.0,2.0,5544513000000.0,Finished,Emilia Romagna Grand Prix,0.0
62,NOR,mclaren,5.0,3.0,5562820000000.0,Finished,Emilia Romagna Grand Prix,0.0
63,RUS,mercedes,11.0,4.0,5570492000000.0,Finished,Emilia Romagna Grand Prix,0.0
64,BOT,sauber,7.0,5.0,5571167000000.0,Finished,Emilia Romagna Grand Prix,0.0
65,LEC,ferrari,2.0,6.0,5584058000000.0,Finished,Emilia Romagna Grand Prix,0.0
66,TSU,rb,12.0,7.0,5589096000000.0,Finished,Emilia Romagna Grand Prix,0.0
67,VET,aston_martin,13.0,8.0,5598878000000.0,Finished,Emilia Romagna Grand Prix,0.0
68,MAG,haas,8.0,9.0,5603246000000.0,Finished,Emilia Romagna Grand Prix,0.0
69,STR,aston_martin,15.0,10.0,,+1 Lap,Emilia Romagna Grand Prix,0.0
70,ALB,williams,18.0,11.0,,+1 Lap,Emilia Romagna Grand Prix,0.0
71,GAS,rb,17.0,12.0,,+1 Lap,Emilia Romagna Grand Prix,0.0
72,HAM,mercedes,14.0,13.0,,+1 Lap,Emilia Romagna Grand Prix,0.0
73,OCO,alpine,16.0,14.0,,+1 Lap,Emilia Romagna Grand Prix,0.0
74,ZHO,sauber,0.0,15.0,,+1 Lap,Emilia Romagna Grand Prix,0.0
75,LAT,williams,19.0,16.0,,+1 Lap,Emilia Romagna Grand Prix,0.0
76,MSC,haas,10.0,17.0,,+1 Lap,Emilia Romagna Grand Prix,0.0
77,RIC,mclaren,6.0,18.0,,+1 Lap,Emilia Romagna Grand Prix,0.0
78,ALO,alpine,9.0,19.0,,Collision damage,Emilia Romagna Grand Prix,0.0
79,SAI,ferrari,4.0,20.0,,Collision,Emilia Romagna Grand Prix,0.0
80,VER,red_bull,3.0,1.0,5664258000000.0,Finished,Miami Grand Prix,0.0555555555555555
81,LEC,ferrari,1.0,2.0,5668044000000.0,Finished,Miami Grand Prix,0.0555555555555555
82,SAI,ferrari,2.0,3.0,5672487000000.0,Finished,Miami Grand Prix,0.0555555555555555
83,PER,red_bull,4.0,4.0,5674896000000.0,Finished,Miami Grand Prix,0.0555555555555555
84,RUS,mercedes,12.0,5.0,5682840000000.0,Finished,Miami Grand Prix,0.0555555555555555
85,HAM,mercedes,6.0,6.0,5685626000000.0,Finished,Miami Grand Prix,0.0555555555555555
86,BOT,sauber,5.0,7.0,5689331000000.0,Finished,Miami Grand Prix,0.0555555555555555
87,OCO,alpine,20.0,8.0,5692644000000.0,Finished,Miami Grand Prix,0.0555555555555555
88,ALB,williams,18.0,9.0,5696623000000.0,Finished,Miami Grand Prix,0.0555555555555555
89,STR,aston_martin,0.0,10.0,5701284000000.0,Finished,Miami Grand Prix,0.0555555555555555
90,ALO,alpine,11.0,11.0,5701386000000.0,Finished,Miami Grand Prix,0.0555555555555555
91,TSU,rb,9.0,12.0,5704404000000.0,Finished,Miami Grand Prix,0.0555555555555555
92,RIC,mclaren,14.0,13.0,5705160000000.0,Finished,Miami Grand Prix,0.0555555555555555
93,LAT,williams,19.0,14.0,5714194000000.0,Finished,Miami Grand Prix,0.0555555555555555
94,MSC,haas,15.0,15.0,5737563000000.0,Finished,Miami Grand Prix,0.0555555555555555
95,MAG,haas,16.0,16.0,,Front wing,Miami Grand Prix,0.0555555555555555
96,VET,aston_martin,0.0,17.0,,Collision,Miami Grand Prix,0.0555555555555555
97,GAS,rb,7.0,18.0,,Suspension,Miami Grand Prix,0.0555555555555555
98,NOR,mclaren,8.0,19.0,,Collision,Miami Grand Prix,0.0555555555555555
99,ZHO,sauber,17.0,20.0,,Water leak,Miami Grand Prix,0.0555555555555555
100,VER,red_bull,2.0,1.0,5840475000000.0,Finished,Spanish Grand Prix,0.0
101,PER,red_bull,5.0,2.0,5853547000000.0,Finished,Spanish Grand Prix,0.0
102,RUS,mercedes,4.0,3.0,5873402000000.0,Finished,Spanish Grand Prix,0.0
103,SAI,ferrari,3.0,4.0,5885683000000.0,Finished,Spanish Grand Prix,0.0
104,HAM,mercedes,6.0,5.0,5895009000000.0,Finished,Spanish Grand Prix,0.0
105,BOT,sauber,7.0,6.0,5900451000000.0,Finished,Spanish Grand Prix,0.0
106,OCO,alpine,12.0,7.0,5915872000000.0,Finished,Spanish Grand Prix,0.0
107,NOR,mclaren,11.0,8.0,5923710000000.0,Finished,Spanish Grand Prix,0.0
108,ALO,alpine,20.0,9.0,,+1 Lap,Spanish Grand Prix,0.0
109,TSU,rb,13.0,10.0,,+1 Lap,Spanish Grand Prix,0.0
110,VET,aston_martin,16.0,11.0,,+1 Lap,Spanish Grand Prix,0.0
111,RIC,mclaren,9.0,12.0,,+1 Lap,Spanish Grand Prix,0.0
112,GAS,rb,14.0,13.0,,+1 Lap,Spanish Grand Prix,0.0
113,MSC,haas,10.0,14.0,,+1 Lap,Spanish Grand Prix,0.0
114,STR,aston_martin,17.0,15.0,,+1 Lap,Spanish Grand Prix,0.0
115,LAT,williams,19.0,16.0,,+2 Laps,Spanish Grand Prix,0.0
116,MAG,haas,8.0,17.0,,+2 Laps,Spanish Grand Prix,0.0
117,ALB,williams,18.0,18.0,,+2 Laps,Spanish Grand Prix,0.0
118,ZHO,sauber,15.0,19.0,,Power loss,Spanish Grand Prix,0.0
119,LEC,ferrari,1.0,20.0,,Turbo,Spanish Grand Prix,0.0
120,PER,red_bull,3.0,1.0,6990265000000.0,Finished,Monaco Grand Prix,0.436734693877551
121,SAI,ferrari,2.0,2.0,6991419000000.0,Finished,Monaco Grand Prix,0.436734693877551
122,VER,red_bull,4.0,3.0,6991756000000.0,Finished,Monaco Grand Prix,0.436734693877551
123,LEC,ferrari,1.0,4.0,6993187000000.0,Finished,Monaco Grand Prix,0.436734693877551
124,RUS,mercedes,6.0,5.0,7002233000000.0,Finished,Monaco Grand Prix,0.436734693877551
125,NOR,mclaren,5.0,6.0,7002496000000.0,Finished,Monaco Grand Prix,0.436734693877551
126,ALO,alpine,7.0,7.0,7036623000000.0,Finished,Monaco Grand Prix,0.436734693877551
127,HAM,mercedes,8.0,8.0,7040653000000.0,Finished,Monaco Grand Prix,0.436734693877551
128,BOT,sauber,12.0,9.0,7042790000000.0,Finished,Monaco Grand Prix,0.436734693877551
129,VET,aston_martin,9.0,10.0,7043801000000.0,Finished,Monaco Grand Prix,0.436734693877551
130,GAS,rb,17.0,11.0,7044554000000.0,Finished,Monaco Grand Prix,0.436734693877551
131,OCO,alpine,10.0,12.0,7045909000000.0,Finished,Monaco Grand Prix,0.436734693877551
132,RIC,mclaren,14.0,13.0,7047900000000.0,Finished,Monaco Grand Prix,0.436734693877551
133,STR,aston_martin,18.0,14.0,7051067000000.0,Finished,Monaco Grand Prix,0.436734693877551
134,LAT,williams,19.0,15.0,,+1 Lap,Monaco Grand Prix,0.436734693877551
135,ZHO,sauber,20.0,16.0,,+1 Lap,Monaco Grand Prix,0.436734693877551
136,TSU,rb,11.0,17.0,,+1 Lap,Monaco Grand Prix,0.436734693877551
137,ALB,williams,16.0,18.0,,Mechanical,Monaco Grand Prix,0.436734693877551
138,MSC,haas,15.0,19.0,,Accident,Monaco Grand Prix,0.436734693877551
139,MAG,haas,13.0,20.0,,Water pressure,Monaco Grand Prix,0.436734693877551
140,VER,red_bull,3.0,1.0,5645941000000.0,Finished,Azerbaijan Grand Prix,0.0
141,PER,red_bull,2.0,2.0,5666764000000.0,Finished,Azerbaijan Grand Prix,0.0
142,RUS,mercedes,5.0,3.0,5691936000000.0,Finished,Azerbaijan Grand Prix,0.0
143,HAM,mercedes,7.0,4.0,5717620000000.0,Finished,Azerbaijan Grand Prix,0.0
144,GAS,rb,6.0,5.0,5723240000000.0,Finished,Azerbaijan Grand Prix,0.0
145,VET,aston_martin,9.0,6.0,5730040000000.0,Finished,Azerbaijan Grand Prix,0.0
146,ALO,alpine,10.0,7.0,5734537000000.0,Finished,Azerbaijan Grand Prix,0.0
147,RIC,mclaren,12.0,8.0,5738148000000.0,Finished,Azerbaijan Grand Prix,0.0
148,NOR,mclaren,11.0,9.0,5738497000000.0,Finished,Azerbaijan Grand Prix,0.0
149,OCO,alpine,13.0,10.0,5754125000000.0,Finished,Azerbaijan Grand Prix,0.0
150,BOT,sauber,15.0,11.0,,+1 Lap,Azerbaijan Grand Prix,0.0
151,ALB,williams,17.0,12.0,,+1 Lap,Azerbaijan Grand Prix,0.0
152,TSU,rb,8.0,13.0,,+1 Lap,Azerbaijan Grand Prix,0.0
153,MSC,haas,20.0,14.0,,+1 Lap,Azerbaijan Grand Prix,0.0
154,LAT,williams,18.0,15.0,,+1 Lap,Azerbaijan Grand Prix,0.0
155,STR,aston_martin,19.0,16.0,,Vibrations,Azerbaijan Grand Prix,0.0
156,MAG,haas,16.0,17.0,,Power Unit,Azerbaijan Grand Prix,0.0
157,ZHO,sauber,14.0,18.0,,Hydraulics,Azerbaijan Grand Prix,0.0
158,LEC,ferrari,1.0,19.0,,Power Unit,Azerbaijan Grand Prix,0.0
159,SAI,ferrari,4.0,20.0,,Hydraulics,Azerbaijan Grand Prix,0.0
160,VER,red_bull,1.0,1.0,5781757000000.0,Finished,Canadian Grand Prix,0.0
161,SAI,ferrari,3.0,2.0,5782750000000.0,Finished,Canadian Grand Prix,0.0
162,HAM,mercedes,4.0,3.0,5788763000000.0,Finished,Canadian Grand Prix,0.0
163,RUS,mercedes,8.0,4.0,5794070000000.0,Finished,Canadian Grand Prix,0.0
164,LEC,ferrari,19.0,5.0,5796925000000.0,Finished,Canadian Grand Prix,0.0
165,OCO,alpine,7.0,6.0,5805647000000.0,Finished,Canadian Grand Prix,0.0
166,BOT,sauber,11.0,7.0,5807004000000.0,Finished,Canadian Grand Prix,0.0
167,ZHO,sauber,10.0,8.0,5808709000000.0,Finished,Canadian Grand Prix,0.0
168,ALO,alpine,2.0,9.0,5811702000000.0,Finished,Canadian Grand Prix,0.0
169,STR,aston_martin,17.0,10.0,5819979000000.0,Finished,Canadian Grand Prix,0.0
170,RIC,mclaren,9.0,11.0,5824804000000.0,Finished,Canadian Grand Prix,0.0
171,VET,aston_martin,16.0,12.0,5826002000000.0,Finished,Canadian Grand Prix,0.0
172,ALB,williams,12.0,13.0,5826650000000.0,Finished,Canadian Grand Prix,0.0
173,GAS,rb,15.0,14.0,5826940000000.0,Finished,Canadian Grand Prix,0.0
174,NOR,mclaren,14.0,15.0,5833902000000.0,Finished,Canadian Grand Prix,0.0
175,LAT,williams,18.0,16.0,5841735000000.0,Finished,Canadian Grand Prix,0.0
176,MAG,haas,5.0,17.0,5849937000000.0,Finished,Canadian Grand Prix,0.0
177,TSU,rb,20.0,18.0,,Accident,Canadian Grand Prix,0.0
178,MSC,haas,6.0,19.0,,Engine,Canadian Grand Prix,0.0
179,PER,red_bull,13.0,20.0,,Gearbox,Canadian Grand Prix,0.0
180,SAI,ferrari,1.0,1.0,8270311000000.0,Finished,British Grand Prix,0.0443349753694581
181,PER,red_bull,4.0,2.0,8274090000000.0,Finished,British Grand Prix,0.0443349753694581
182,HAM,mercedes,5.0,3.0,8276536000000.0,Finished,British Grand Prix,0.0443349753694581
183,LEC,ferrari,3.0,4.0,8278857000000.0,Finished,British Grand Prix,0.0443349753694581
184,ALO,alpine,7.0,5.0,8279882000000.0,Finished,British Grand Prix,0.0443349753694581
185,NOR,mclaren,6.0,6.0,8282254000000.0,Finished,British Grand Prix,0.0443349753694581
186,VER,red_bull,2.0,7.0,8289088000000.0,Finished,British Grand Prix,0.0443349753694581
187,MSC,haas,19.0,8.0,8289306000000.0,Finished,British Grand Prix,0.0443349753694581
188,VET,aston_martin,18.0,9.0,8292667000000.0,Finished,British Grand Prix,0.0443349753694581
189,MAG,haas,17.0,10.0,8294901000000.0,Finished,British Grand Prix,0.0443349753694581
190,STR,aston_martin,20.0,11.0,8296458000000.0,Finished,British Grand Prix,0.0443349753694581
191,LAT,williams,10.0,12.0,8302822000000.0,Finished,British Grand Prix,0.0443349753694581
192,RIC,mclaren,14.0,13.0,8303128000000.0,Finished,British Grand Prix,0.0443349753694581
193,TSU,rb,13.0,14.0,8311221000000.0,Finished,British Grand Prix,0.0443349753694581
194,OCO,alpine,15.0,15.0,,Fuel pump,British Grand Prix,0.0443349753694581
195,GAS,rb,11.0,16.0,,Collision damage,British Grand Prix,0.0443349753694581
196,BOT,sauber,12.0,17.0,,Gearbox,British Grand Prix,0.0443349753694581
197,RUS,mercedes,8.0,18.0,,Collision,British Grand Prix,0.0443349753694581
198,ZHO,sauber,9.0,19.0,,Collision,British Grand Prix,0.0443349753694581
199,ALB,williams,16.0,20.0,,Collision,British Grand Prix,0.0443349753694581
200,LEC,ferrari,2.0,1.0,5064312000000.0,Finished,Austrian Grand Prix,0.0
201,VER,red_bull,1.0,2.0,5065844000000.0,Finished,Austrian Grand Prix,0.0
202,HAM,mercedes,8.0,3.0,5105529000000.0,Finished,Austrian Grand Prix,0.0
203,RUS,mercedes,4.0,4.0,5123284000000.0,Finished,Austrian Grand Prix,0.0
204,OCO,alpine,6.0,5.0,5132748000000.0,Finished,Austrian Grand Prix,0.0
205,MSC,haas,9.0,6.0,,+1 Lap,Austrian Grand Prix,0.0
206,NOR,mclaren,10.0,7.0,,+1 Lap,Austrian Grand Prix,0.0
207,MAG,haas,7.0,8.0,,+1 Lap,Austrian Grand Prix,0.0
208,RIC,mclaren,11.0,9.0,,+1 Lap,Austrian Grand Prix,0.0
209,ALO,alpine,19.0,10.0,,+1 Lap,Austrian Grand Prix,0.0
210,BOT,sauber,0.0,11.0,,+1 Lap,Austrian Grand Prix,0.0
211,ALB,williams,15.0,12.0,,+1 Lap,Austrian Grand Prix,0.0
212,STR,aston_martin,12.0,13.0,,+1 Lap,Austrian Grand Prix,0.0
213,ZHO,sauber,13.0,14.0,,+1 Lap,Austrian Grand Prix,0.0
214,GAS,rb,14.0,15.0,,+1 Lap,Austrian Grand Prix,0.0
215,TSU,rb,16.0,16.0,,+1 Lap,Austrian Grand Prix,0.0
216,VET,aston_martin,18.0,17.0,,+1 Lap,Austrian Grand Prix,0.0
217,SAI,ferrari,3.0,18.0,,Power Unit,Austrian Grand Prix,0.0
218,LAT,williams,17.0,19.0,,Undertray,Austrian Grand Prix,0.0
219,PER,red_bull,5.0,20.0,,Collision damage,Austrian Grand Prix,0.0
220,VER,red_bull,2.0,1.0,5402112000000.0,Finished,French Grand Prix,0.0
